Scenario,Epoch,TrainAcc,TestAcc,Loss,CommFwdBytes,CommBwdBytes,ClientTimeFwd,ClientTimeBwd,ServerTimeFwd,ServerTimeBwd,CommTimeWall,TotalTime,PeakGPUMemMB
DGL_1_10,1,33.4820,45.5100,3.5458,1638400000,0,8.0944,8.0944,6.1134,6.1134,4.3023,32.7178,761.08
DGL_1_10,2,45.6160,48.1900,2.9175,1638400000,0,6.4952,6.4952,6.2070,6.2070,4.3749,29.7793,761.08
DGL_1_10,3,52.6580,53.0600,2.5723,1638400000,0,6.6093,6.6093,6.4411,6.4411,4.4338,30.5347,761.08
DGL_1_10,4,57.9060,60.7200,2.3116,1638400000,0,6.3388,6.3388,6.4736,6.4736,4.4868,30.1115,761.08
DGL_1_10,5,61.3380,56.3700,2.1244,1638400000,0,6.6911,6.6911,6.5106,6.5106,4.4367,30.8402,761.08
DGL_1_10,6,65.1380,66.6100,1.9469,1638400000,0,6.5680,6.5680,6.5297,6.5297,4.4202,30.6155,761.08
DGL_1_10,7,67.1280,67.8000,1.8536,1638400000,0,6.4897,6.4897,6.4980,6.4980,4.4631,30.4385,761.08
DGL_1_10,8,69.1340,67.0100,1.7532,1638400000,0,6.5713,6.5713,6.5162,6.5162,4.4694,30.6445,761.08
DGL_1_10,9,70.8380,69.1000,1.6635,1638400000,0,6.6093,6.6093,6.5028,6.5028,4.4193,30.6434,761.08
DGL_1_10,10,72.9840,72.5500,1.5486,1638400000,0,6.3954,6.3954,6.5021,6.5021,4.5196,30.3145,761.08
DGL_1_10,11,74.1540,69.3700,1.5081,1638400000,0,6.8224,6.8224,6.5293,6.5293,4.4268,31.1300,761.08
DGL_1_10,12,74.6560,73.9200,1.4842,1638400000,0,6.4073,6.4073,6.4837,6.4837,4.4532,30.2351,761.08
DGL_1_10,13,75.6080,74.8100,1.4179,1638400000,0,6.6806,6.6806,6.5114,6.5114,4.3985,30.7825,761.08
DGL_1_10,14,76.5040,76.0100,1.3781,1638400000,0,6.7727,6.7727,6.5321,6.5321,4.4138,31.0232,761.08
DGL_1_10,15,77.5800,76.5600,1.3168,1638400000,0,6.5370,6.5370,6.5202,6.5202,4.4427,30.5571,761.08
DGL_1_10,16,78.3060,76.2300,1.2820,1638400000,0,6.8342,6.8342,6.5438,6.5438,4.5094,31.2654,761.08
DGL_1_10,17,78.4860,78.6700,1.2647,1638400000,0,6.5813,6.5813,6.5121,6.5121,4.4938,30.6805,761.08
DGL_1_10,18,79.6400,77.6600,1.2205,1638400000,0,6.5416,6.5416,6.5075,6.5075,4.4846,30.5827,761.08
DGL_1_10,19,79.8560,76.8800,1.2040,1638400000,0,6.5725,6.5725,6.5046,6.5046,4.4250,30.5792,761.08
DGL_1_10,20,80.6860,71.0800,1.1558,1638400000,0,6.4546,6.4546,6.4872,6.4872,4.4084,30.2920,761.08
DGL_1_10,21,80.9760,73.2500,1.1400,1638400000,0,6.8370,6.8370,6.5389,6.5389,4.4967,31.2485,761.08
DGL_1_10,22,81.3160,74.8700,1.1226,1638400000,0,6.6145,6.6145,6.5196,6.5196,4.4372,30.7054,761.08
DGL_1_10,23,81.9720,79.6400,1.0830,1638400000,0,6.5297,6.5297,6.5198,6.5198,4.4690,30.5679,761.08
DGL_1_10,24,82.3760,76.5900,1.0649,1638400000,0,6.4899,6.4899,6.4975,6.4975,4.4303,30.4052,761.08
DGL_1_10,25,82.5980,77.3900,1.0552,1638400000,0,6.7829,6.7829,6.5503,6.5503,4.4459,31.1123,761.08
DGL_1_10,26,83.1900,77.5700,1.0233,1638400000,0,6.3243,6.3243,6.4724,6.4724,4.4702,30.0636,761.08
DGL_1_10,27,83.5100,81.0400,0.9952,1638400000,0,6.4365,6.4365,6.5106,6.5106,4.5026,30.3967,761.08
DGL_1_10,28,84.1100,77.4700,0.9609,1638400000,0,6.3643,6.3643,6.4983,6.4983,4.4157,30.1409,761.08
DGL_1_10,29,83.6480,82.7400,0.9947,1638400000,0,6.3586,6.3586,6.4909,6.4909,4.4089,30.1079,761.08
DGL_1_10,30,84.4300,80.6600,0.9524,1638400000,0,6.4162,6.4162,6.5017,6.5017,4.4085,30.2443,761.08
DGL_1_10,31,84.4740,81.4400,0.9436,1638400000,0,6.4836,6.4836,6.4923,6.4923,4.4700,30.4217,761.08
DGL_1_10,32,84.7440,81.3200,0.9258,1638400000,0,6.6001,6.6001,6.5141,6.5141,4.4516,30.6798,761.08
DGL_1_10,33,85.8560,80.8600,0.8625,1638400000,0,6.5722,6.5722,6.4959,6.4959,4.4020,30.5382,761.08
DGL_1_10,34,85.1520,82.6700,0.9093,1638400000,0,6.6093,6.6093,6.5162,6.5162,4.4888,30.7398,761.08
DGL_1_10,35,85.5160,80.3700,0.8939,1638400000,0,6.4614,6.4614,6.4834,6.4834,4.4099,30.2995,761.08
DGL_1_10,36,85.7060,82.8300,0.8844,1638400000,0,6.7241,6.7241,6.4950,6.4950,4.4544,30.8924,761.08
DGL_1_10,37,86.1200,83.3300,0.8516,1638400000,0,6.4069,6.4069,6.5063,6.5063,4.4643,30.2907,761.08
DGL_1_10,38,85.8760,83.2500,0.8562,1638400000,0,6.4079,6.4079,6.4885,6.4885,4.4537,30.2466,761.08
DGL_1_10,39,86.4140,83.7000,0.8355,1638400000,0,6.5107,6.5107,6.4671,6.4671,4.4760,30.4315,761.08
DGL_1_10,40,86.3960,81.7400,0.8380,1638400000,0,6.4929,6.4929,6.4979,6.4979,4.4436,30.4251,761.08
DGL_1_10,41,87.0340,79.2300,0.8097,1638400000,0,6.5710,6.5710,6.4967,6.4967,4.4182,30.5536,761.08
DGL_1_10,42,86.7580,82.7600,0.8073,1638400000,0,6.7114,6.7114,6.5491,6.5491,4.4564,30.9775,761.08
DGL_1_10,43,87.5980,83.1500,0.7697,1638400000,0,6.7204,6.7204,6.5268,6.5268,4.4089,30.9033,761.08
DGL_1_10,44,87.4680,84.4500,0.7859,1638400000,0,6.5254,6.5254,6.5232,6.5232,4.4549,30.5522,761.08
DGL_1_10,45,87.7400,82.7700,0.7677,1638400000,0,6.6074,6.6074,6.4808,6.4808,4.4212,30.5978,761.08
DGL_1_10,46,87.7940,80.4800,0.7597,1638400000,0,6.5688,6.5688,6.5308,6.5308,4.4713,30.6706,761.08
DGL_1_10,47,88.3760,84.2100,0.7322,1638400000,0,6.3925,6.3925,6.5013,6.5013,4.4535,30.2412,761.08
DGL_1_10,48,88.3540,82.4600,0.7330,1638400000,0,6.4832,6.4832,6.4923,6.4923,4.4642,30.4151,761.08
DGL_1_10,49,88.5640,82.7300,0.7187,1638400000,0,6.4054,6.4054,6.5138,6.5138,4.4787,30.3172,761.08
DGL_1_10,50,88.6720,84.1300,0.7084,1638400000,0,6.6008,6.6008,6.5182,6.5182,4.4966,30.7346,761.08
Std_1_10,1,32.6820,44.1700,1.8070,1638400000,1638400000,4.0439,8.3318,4.3308,5.6847,4.5707,26.9619,1059.16
Std_1_10,2,46.5220,51.7900,1.4473,1638400000,1638400000,3.8196,8.3302,4.1052,5.7872,4.5075,26.5497,1059.16
Std_1_10,3,53.0980,59.0200,1.2887,1638400000,1638400000,4.0066,8.3992,4.3064,5.4986,4.5836,26.7945,1059.16
Std_1_10,4,59.2660,63.5800,1.1319,1638400000,1638400000,3.9866,8.3825,4.2779,5.4926,4.5476,26.6871,1059.16
Std_1_10,5,62.5820,60.2600,1.0397,1638400000,1638400000,4.0293,8.4231,4.3165,5.7692,4.6208,27.1589,1059.16
Std_1_10,6,65.5120,62.8300,0.9622,1638400000,1638400000,4.0837,8.4514,4.3911,5.9435,4.6184,27.4881,1059.16
Std_1_10,7,68.1520,64.8700,0.8958,1638400000,1638400000,4.1056,8.3868,4.4102,5.9680,4.5471,27.4177,1059.16
Std_1_10,8,70.3980,69.8100,0.8378,1638400000,1638400000,3.9890,8.3647,4.2788,5.9977,4.5873,27.2175,1059.16
Std_1_10,9,72.1700,72.7300,0.7891,1638400000,1638400000,4.0456,8.4037,4.3447,5.7101,4.5472,27.0512,1059.16
Std_1_10,10,73.7360,74.0900,0.7416,1638400000,1638400000,3.9160,8.3925,4.2168,5.4800,4.5671,26.5723,1059.16
Std_1_10,11,75.1820,73.3000,0.7105,1638400000,1638400000,3.8532,8.3977,4.1384,5.6428,4.5123,26.5443,1059.16
Std_1_10,12,76.5320,74.8500,0.6686,1638400000,1638400000,3.9407,8.3800,4.2108,5.6364,4.5728,26.7406,1059.16
Std_1_10,13,77.6400,76.4600,0.6344,1638400000,1638400000,3.8341,8.3872,4.1219,5.7460,4.5831,26.6723,1059.16
Std_1_10,14,78.2360,76.2600,0.6234,1638400000,1638400000,4.0717,8.3796,4.3732,5.6125,4.5501,26.9871,1059.16
Std_1_10,15,79.2640,76.2100,0.5938,1638400000,1638400000,3.9107,8.4123,4.2096,5.6648,4.5369,26.7342,1059.16
Std_1_10,16,80.0540,78.4000,0.5717,1638400000,1638400000,3.9658,8.3850,4.2708,5.5129,4.5754,26.7100,1059.16
Std_1_10,17,80.3380,78.8700,0.5619,1638400000,1638400000,3.9126,8.4202,4.1864,5.8949,4.5014,26.9155,1059.16
Std_1_10,18,81.3500,79.2500,0.5337,1638400000,1638400000,3.9398,8.4734,4.2301,6.1168,4.5322,27.2923,1059.16
Std_1_10,19,81.9520,79.3100,0.5193,1638400000,1638400000,3.9148,8.4437,4.2114,5.8595,4.5584,26.9878,1059.16
Std_1_10,20,82.5780,78.6700,0.5038,1638400000,1638400000,3.8486,8.3865,4.1406,5.9957,4.5360,26.9074,1059.16
Std_1_10,21,82.8000,80.6700,0.5008,1638400000,1638400000,4.1461,8.3857,4.4570,5.4803,4.5770,27.0462,1059.16
Std_1_10,22,83.3760,81.0800,0.4790,1638400000,1638400000,3.8210,8.3996,4.1072,5.9403,4.5140,26.7822,1059.16
Std_1_10,23,83.7560,81.0300,0.4639,1638400000,1638400000,3.9452,8.3890,4.2341,5.6451,4.5832,26.7966,1059.16
Std_1_10,24,84.0360,81.1600,0.4538,1638400000,1638400000,3.9613,8.4160,4.2543,6.0507,4.5629,27.2451,1059.16
Std_1_10,25,84.6020,81.2100,0.4420,1638400000,1638400000,3.8263,8.3637,4.1076,5.6222,4.5872,26.5070,1059.16
Std_1_10,26,84.5880,81.8200,0.4388,1638400000,1638400000,3.8445,8.3627,4.1309,5.6587,4.5346,26.5315,1059.16
Std_1_10,27,84.8180,81.8900,0.4311,1638400000,1638400000,4.0297,8.4041,4.3223,5.6283,4.5875,26.9719,1059.16
Std_1_10,28,86.0940,82.4900,0.3998,1638400000,1638400000,3.9678,8.4067,4.2615,5.6460,4.5326,26.8145,1059.16
Std_1_10,29,86.2740,80.8200,0.3955,1638400000,1638400000,3.9140,8.3506,4.2020,5.7354,4.6267,26.8286,1059.16
Std_1_10,30,86.0880,83.0100,0.4019,1638400000,1638400000,4.0092,8.4789,4.3064,6.1035,4.6095,27.5074,1059.16
Std_1_10,31,86.3500,83.8000,0.3900,1638400000,1638400000,3.9093,8.4836,4.1991,6.2845,4.5567,27.4333,1059.16
Std_1_10,32,87.4560,82.6500,0.3599,1638400000,1638400000,3.9941,8.4098,4.2951,5.6430,4.5448,26.8868,1059.16
Std_1_10,33,87.2680,81.6100,0.3614,1638400000,1638400000,3.9653,8.4450,4.2536,5.8639,4.5727,27.1004,1059.16
Std_1_10,34,87.1100,82.2600,0.3689,1638400000,1638400000,3.9469,8.3635,4.2384,5.6064,4.6264,26.7817,1059.16
Std_1_10,35,87.3340,83.4500,0.3594,1638400000,1638400000,4.0172,8.3863,4.3139,5.6102,4.5929,26.9206,1059.16
Std_1_10,36,87.6900,82.5400,0.3487,1638400000,1638400000,4.1953,8.4064,4.5029,5.7560,4.6196,27.4801,1059.16
Std_1_10,37,88.2460,80.8600,0.3352,1638400000,1638400000,3.9593,8.3749,4.2642,5.8290,4.5840,27.0114,1059.16
Std_1_10,38,88.4580,84.3100,0.3289,1638400000,1638400000,3.9422,8.3919,4.2247,5.4741,4.5324,26.5653,1059.16
Std_1_10,39,88.6180,83.9100,0.3265,1638400000,1638400000,4.0548,8.3748,4.3638,5.7810,4.5964,27.1708,1059.16
Std_1_10,40,88.9820,83.7200,0.3106,1638400000,1638400000,4.0199,8.4058,4.3265,5.6461,4.6083,27.0065,1059.16
Std_1_10,41,88.5500,84.0700,0.3241,1638400000,1638400000,3.8980,8.3673,4.1789,5.8678,4.5632,26.8752,1059.16
Std_1_10,42,89.2680,82.8700,0.3018,1638400000,1638400000,3.9366,8.3952,4.2209,5.6642,4.5509,26.7678,1059.16
Std_1_10,43,89.5420,84.4400,0.2946,1638400000,1638400000,3.9127,8.3580,4.1978,5.5977,4.5643,26.6305,1059.16
Std_1_10,44,90.2940,84.2000,0.2748,1638400000,1638400000,3.8170,8.3716,4.1002,5.7783,4.5210,26.5882,1059.16
Std_1_10,45,89.1720,83.4400,0.3082,1638400000,1638400000,3.8351,8.4647,4.1196,6.3976,4.5826,27.3996,1059.16
Std_1_10,46,90.2920,85.0500,0.2751,1638400000,1638400000,3.9852,8.4023,4.2751,5.7794,4.5698,27.0118,1059.16
Std_1_10,47,89.9360,84.5400,0.2846,1638400000,1638400000,3.9482,8.3537,4.2377,5.7175,4.5717,26.8287,1059.16
Std_1_10,48,90.2920,84.2600,0.2767,1638400000,1638400000,4.0290,8.4150,4.3229,5.4867,4.6331,26.8867,1059.16
Std_1_10,49,90.8480,85.0600,0.2624,1638400000,1638400000,3.8141,8.3685,4.1018,5.4644,4.5658,26.3146,1059.16
Std_1_10,50,90.4920,84.7600,0.2673,1638400000,1638400000,4.2258,8.3748,4.5295,5.6254,4.5928,27.3483,1059.16
DGL_1_5,1,34.9220,43.2600,3.4620,1638400000,0,6.9368,6.9368,6.5200,6.5200,3.0334,29.9469,761.08
DGL_1_5,2,48.8640,53.6200,2.7444,1638400000,0,6.4976,6.4976,6.4908,6.4908,3.0217,28.9986,761.08
DGL_1_5,3,56.4440,55.5000,2.3745,1638400000,0,6.4470,6.4470,6.4527,6.4527,3.0501,28.8495,761.08
DGL_1_5,4,61.6120,56.1900,2.1193,1638400000,0,6.3575,6.3575,6.4067,6.4067,3.0216,28.5498,761.08
DGL_1_5,5,65.7600,63.8600,1.9063,1638400000,0,6.6719,6.6719,6.4737,6.4737,3.0435,29.3347,761.08
DGL_1_5,6,68.6160,70.1300,1.7639,1638400000,0,6.5867,6.5867,6.4769,6.4769,3.0247,29.1518,761.08
DGL_1_5,7,71.4620,66.6600,1.6377,1638400000,0,6.4842,6.4842,6.4751,6.4751,3.0302,28.9488,761.08
DGL_1_5,8,73.1880,68.9400,1.5530,1638400000,0,6.8417,6.8417,6.5030,6.5030,3.1217,29.8111,761.08
DGL_1_5,9,74.8000,68.6200,1.4720,1638400000,0,6.7185,6.7185,6.4796,6.4796,3.0703,29.4666,761.08
DGL_1_5,10,75.6020,69.5700,1.4121,1638400000,0,6.4836,6.4836,6.4678,6.4678,3.0825,28.9853,761.08
DGL_1_5,11,77.2560,74.6100,1.3340,1638400000,0,6.5190,6.5190,6.4797,6.4797,2.9896,28.9870,761.08
DGL_1_5,12,78.2700,75.4800,1.2834,1638400000,0,6.3703,6.3703,6.4408,6.4408,3.0316,28.6539,761.08
DGL_1_5,13,78.7160,73.3100,1.2466,1638400000,0,6.2818,6.2818,6.4111,6.4111,3.0057,28.3916,761.08
DGL_1_5,14,79.7980,69.7600,1.1953,1638400000,0,6.9086,6.9086,6.4950,6.4950,3.0258,29.8330,761.08
DGL_1_5,15,80.1360,72.1900,1.1706,1638400000,0,6.3462,6.3462,6.4484,6.4484,2.9820,28.5713,761.08
DGL_1_5,16,80.8960,77.8600,1.1290,1638400000,0,6.7812,6.7812,6.5204,6.5204,3.0446,29.6478,761.08
DGL_1_5,17,81.6200,75.3900,1.0856,1638400000,0,6.4129,6.4129,6.4547,6.4547,2.9611,28.6964,761.08
DGL_1_5,18,81.9280,78.2800,1.0700,1638400000,0,6.4913,6.4913,6.4695,6.4695,3.0159,28.9376,761.08
DGL_1_5,19,82.6360,79.2100,1.0334,1638400000,0,6.4696,6.4696,6.4699,6.4699,2.9823,28.8614,761.08
DGL_1_5,20,83.1780,79.8500,1.0115,1638400000,0,6.3708,6.3708,6.4308,6.4308,3.0016,28.6049,761.08
DGL_1_5,21,83.3920,79.1800,0.9815,1638400000,0,6.5230,6.5230,6.4360,6.4360,2.9892,28.9072,761.08
DGL_1_5,22,84.0700,80.9000,0.9570,1638400000,0,6.4027,6.4027,6.4549,6.4549,3.0252,28.7404,761.08
DGL_1_5,23,84.2140,78.7400,0.9385,1638400000,0,6.6302,6.6302,6.4711,6.4711,3.0584,29.2609,761.08
DGL_1_5,24,84.5840,80.5600,0.9211,1638400000,0,6.3816,6.3816,6.4570,6.4570,3.0472,28.7244,761.08
DGL_1_5,25,85.0740,80.4500,0.8991,1638400000,0,6.7330,6.7330,6.5086,6.5086,3.0256,29.5089,761.08
DGL_1_5,26,85.3380,83.4300,0.8807,1638400000,0,6.9080,6.9080,6.4919,6.4919,3.0572,29.8570,761.08
DGL_1_5,27,85.8620,80.9400,0.8616,1638400000,0,6.5887,6.5887,6.4736,6.4736,2.9945,29.1190,761.08
DGL_1_5,28,86.0980,82.5200,0.8452,1638400000,0,6.6644,6.6644,6.4525,6.4525,3.0617,29.2954,761.08
DGL_1_5,29,86.2580,80.2100,0.8300,1638400000,0,6.6496,6.6496,6.4801,6.4801,3.0678,29.3273,761.08
DGL_1_5,30,86.4980,79.6700,0.8183,1638400000,0,6.5411,6.5411,6.4733,6.4733,3.0606,29.0893,761.08
DGL_1_5,31,86.9560,80.0600,0.7957,1638400000,0,6.8207,6.8207,6.4810,6.4810,3.0398,29.6430,761.08
DGL_1_5,32,87.1060,84.4000,0.7806,1638400000,0,6.7880,6.7880,6.4504,6.4504,2.9935,29.4704,761.08
DGL_1_5,33,87.3640,83.0900,0.7657,1638400000,0,6.6837,6.6837,6.4713,6.4713,3.0425,29.3525,761.08
DGL_1_5,34,87.6880,81.1900,0.7470,1638400000,0,6.4520,6.4520,6.4534,6.4534,3.0176,28.8283,761.08
DGL_1_5,35,87.3300,83.2200,0.7640,1638400000,0,6.6877,6.6877,6.4813,6.4813,3.0437,29.3818,761.08
DGL_1_5,36,87.9020,82.2100,0.7291,1638400000,0,6.6399,6.6399,6.4715,6.4715,3.0374,29.2602,761.08
DGL_1_5,37,87.9580,82.4300,0.7279,1638400000,0,6.6213,6.6213,6.4447,6.4447,3.0508,29.1828,761.08
DGL_1_5,38,88.5660,81.7200,0.7077,1638400000,0,6.8121,6.8121,6.5086,6.5086,3.0582,29.6995,761.08
DGL_1_5,39,88.6280,82.6000,0.6944,1638400000,0,6.7843,6.7843,6.4805,6.4805,3.0439,29.5733,761.08
DGL_1_5,40,88.8800,83.8900,0.6812,1638400000,0,6.4838,6.4838,6.4517,6.4517,3.0536,28.9245,761.08
DGL_1_5,41,89.0980,83.7500,0.6718,1638400000,0,6.3495,6.3495,6.4391,6.4391,2.9986,28.5756,761.08
DGL_1_5,42,89.2640,84.7800,0.6632,1638400000,0,6.5946,6.5946,6.4223,6.4223,2.9852,29.0189,761.08
DGL_1_5,43,89.5940,86.4700,0.6419,1638400000,0,6.2686,6.2686,6.4209,6.4209,2.9844,28.3636,761.08
DGL_1_5,44,89.5300,83.4400,0.6476,1638400000,0,6.6872,6.6872,6.4704,6.4704,3.1150,29.4300,761.08
DGL_1_5,45,90.0960,83.5700,0.6121,1638400000,0,7.1008,7.1008,6.4678,6.4678,3.0679,30.2051,761.08
DGL_1_5,46,90.3440,83.6000,0.5959,1638400000,0,6.8787,6.8787,6.4270,6.4270,3.0236,29.6350,761.08
DGL_1_5,47,90.2880,85.1500,0.6006,1638400000,0,6.3118,6.3118,6.4329,6.4329,2.9935,28.4830,761.08
DGL_1_5,48,90.2320,84.7600,0.6034,1638400000,0,6.5983,6.5983,6.4541,6.4541,3.0374,29.1423,761.08
DGL_1_5,49,90.0040,83.1600,0.6093,1638400000,0,6.6527,6.6527,6.4770,6.4770,3.0323,29.2917,761.08
DGL_1_5,50,90.4380,80.1300,0.5836,1638400000,0,6.5030,6.5030,6.4738,6.4738,3.0415,28.9950,761.08
Std_1_5,1,34.5800,42.0200,1.7490,1638400000,1638400000,3.9194,8.2717,4.2407,6.2927,3.0622,25.7868,1059.16
